A	CreditItems	CreditContents																	
A	Title	Scarborough Fair SATB																	
A	Music by	Irish Traditional; Arranged and edited by Adriano Secco																	
A	Music source	http://www.adrianoseccomusic.it/arrang/SATB/scarboro.pdf																	
A	Music license	2006 by Choral Public Domain Library																	
A	Music license URI	https://www.cpdl.org/wiki/index.php/ChoralWiki:CPDL																	
A	Music change	None																	
A	Lyrics by	Irish Traditional; Arranged and edited by Adriano Secco																	
A	Lyrics source	http://www.adrianoseccomusic.it/arrang/SATB/scarboro.pdf																	
A	Lyrics license	2006 by Choral Public Domain Library																	
A	Lyrics license URI	https://www.cpdl.org/wiki/index.php/ChoralWiki:CPDL																	
A	Lyrics change	None																	
A	Disclaimer	No warranties are given.																	
B	NoteID	Fingering	Memo	Left	Right	Lyrics1	Lyrics2	Lyrics3	Lyrics4	Lyrics5		1	2	3	4	5	6		
B	1					Have													
B	2					her													
B	3					make													
B	4					me													
B	5					a													
B	6					cam-													
B	7					bric													
B	8																		
B	9					shirt													
B	10					pars-													
B	11					ley													
B	12					sage													
B	13					rose-													
B	14					mar-													
B	15					y													
B	16					and													
B	17					thyme													
B	18					with													
B	19					out													
B	20					a													
B	21					seam													
B	22					or													
B	23					fine													
B	24					nee-													
B	25					dle													
B	26					work													
B	27																		
B	28					and													
B	29					then													
B	30					she'll													
B	31					be													
B	32					a													
B	33					true 													
B	34					love													
B	35					of													
B	36					mine													
B	37					Mm-													
B	38																		
B	39																		
B	40																		
B	41																		
B	42																		
B	43					mm-													
B	44																		
B	45																		
B	46																		
B	47																		
B	48																		
B	49																		
B	50																		
B	51																		
B	52																		
B	53					mm-													
B	54																		
B	55																		
B	56																		
B	57																		
B	58																		
B	59																		
B	60																		
B	61																		
B	62					mm-													
B	63																		
B	64																		
B	65																		
B	66																		
B	67																		
B	68																		
B	69					If													
B	70					she													
B	71					tells													
B	72					me													
B	73					she													
B	74					can't													
B	75					I'll													
B	76					re-													
B	77					ply													
B	78					Pars-													
B	79					ley													
B	80					sage													
B	81					rose													
B	82					mar-													
B	83					y													
B	84					and													
B	85					thyme													
B	86					let													
B	87					me													
B	88					know													
B	89					that													
B	90					at													
B	91					least													
B	92					she													
B	93					will													
B	94					try													
B	95																		
B	96					and													
B	97					then													
B	98					she'll													
B	99					be													
B	100					a													
B	101					true 													
B	102					love													
B	103					of													
B	104					mine													
B	105					Ah-													
B	106																		
B	107																		
B	108																		
B	109																		
B	110																		
B	111					ah-													
B	112																		
B	113																		
B	114																		
B	115																		
B	116																		
B	117																		
B	118																		
B	119																		
B	120																		
B	121					ah-													
B	122																		
B	123																		
B	124																		
B	125																		
B	126																		
B	127																		
B	128																		
B	129																		
B	130					ah-													
B	131																		
B	132																		
B	133																		
B	134																		
B	135																		
B	136																		
B	137					Dear													
B	138					when													
B	139					thou													
B	140					hast													
B	141					fin-													
B	142					ished													
B	143					thy													
B	144					task													
B	145					Pars-													
B	146					ley													
B	147					sage													
B	148					rose													
B	149					mar-													
B	150					y													
B	151					and													
B	152					thyme													
B	153					come													
B	154					to													
B	155					me													
B	156																		
B	157					my													
B	158					hand													
B	159					for													
B	160					to													
B	161					ask													
B	162																		
B	163					for													
B	164					thou													
B	165					then													
B	166					art													
B	167					a													
B	168					true 													
B	169					love													
B	170					of													
B	171					mine													
B	172					thou													
B	173					then													
B	174					art													
B	175					a													
B	176					true 													
B	177					love													
B	178					of													
B	179					mine													
B	180																		
B	181						Mm-												
B	182																		
B	183						mm-												
B	184																		
B	185																		
B	186						mm-												
B	187																		
B	188																		
B	189																		
B	190																		
B	191																		
B	192																		
B	193																		
B	194						mm-												
B	195																		
B	196																		
B	197																		
B	198																		
B	199																		
B	200																		
B	201																		
B	202																		
B	203																		
B	204																		
B	205																		
B	206						mm-												
B	207																		
B	208																		
B	209																		
B	210																		
B	211																		
B	212						If												
B	213						she												
B	214						tells												
B	215						me												
B	216						she												
B	217						can't												
B	218						I'll												
B	219						re-												
B	220						ply												
B	221						Pars-												
B	222						ley												
B	223						sage												
B	224																		
B	225						rose												
B	226						mar-												
B	227						y												
B	228						and												
B	229						thyme												
B	230																		
B	231						let												
B	232						me												
B	233																		
B	234						know												
B	235						that												
B	236																		
B	237						at												
B	238						least												
B	239						she												
B	240						will												
B	241						try												
B	242																		
B	243						and												
B	244						then												
B	245						she'll												
B	246						be												
B	247						a												
B	248						true 												
B	249						love												
B	250						of												
B	251						mine												
B	252						Dear												
B	253						when												
B	254						thou												
B	255																		
B	256						hast												
B	257						fi-												
B	258						nished												
B	259						thy												
B	260						task												
B	261						Pars-												
B	262																		
B	263						ley												
B	264						sage												
B	265																		
B	266						rose												
B	267						mar-												
B	268						y												
B	269						and												
B	270						thyme												
B	271																		
B	272																		
B	273						come												
B	274						to												
B	275						me												
B	276																		
B	277						my												
B	278						hand												
B	279						for												
B	280						to												
B	281						ask												
B	282																		
B	283						for												
B	284						thou												
B	285																		
B	286						then												
B	287						art												
B	288																		
B	289						a												
B	290						true 												
B	291						love												
B	292						of												
B	293						mine												
B	294						thou												
B	295																		
B	296						then												
B	297						art												
B	298																		
B	299						a												
B	300						true 												
B	301						love												
B	302						of												
B	303						mine												
B	304																		
B	305							Are											
B	306							you											
B	307							go-											
B	308							ing											
B	309							to											
B	310							Scar-											
B	311							bor-											
B	312							ough											
B	313							Fair?											
B	314							Pars-											
B	315							ley											
B	316							sage											
B	317							rose											
B	318							mar-											
B	319							y											
B	320							and											
B	321							thyme											
B	322							re-											
B	323							mem-											
B	324							ber											
B	325							me											
B	326							to											
B	327							one											
B	328							who											
B	329							lives											
B	330							there											
B	331																		
B	332							for											
B	333							once											
B	334							she											
B	335							was											
B	336							a											
B	337							true 											
B	338							love											
B	339							of											
B	340							mine											
B	341							Mm-											
B	342																		
B	343																		
B	344																		
B	345																		
B	346																		
B	347							mm-											
B	348																		
B	349																		
B	350																		
B	351																		
B	352																		
B	353							mm-											
B	354																		
B	355																		
B	356																		
B	357																		
B	358							mm-											
B	359																		
B	360																		
B	361																		
B	362																		
B	363																		
B	364																		
B	365																		
B	366																		
B	367																		
B	368																		
B	369							Have											
B	370							her											
B	371							wash											
B	372							it											
B	373							in											
B	374							yon-											
B	375							der											
B	376							dry											
B	377							well											
B	378							Pars-											
B	379							ley											
B	380							sage											
B	381							rose											
B	382							mar-											
B	383							y											
B	384							and											
B	385							thyme											
B	386							where											
B	387							ne'er											
B	388							a											
B	389							drop											
B	390							of											
B	391							wa-											
B	392							ter											
B	393							e'er											
B	394							fell											
B	395																		
B	396							and											
B	397							then											
B	398							she'll											
B	399							be											
B	400							a											
B	401							true 											
B	402							love											
B	403							of											
B	404							mine											
B	405							If											
B	406							she											
B	407							tells											
B	408							me											
B	409							she											
B	410							can't											
B	411							I'll											
B	412							re-											
B	413							ply											
B	414							Pars-											
B	415							ley											
B	416							sage											
B	417							rose											
B	418							mar-											
B	419							y											
B	420							and											
B	421							thyme											
B	422							let											
B	423							me											
B	424							know											
B	425							that											
B	426							at											
B	427							least											
B	428							she											
B	429							will											
B	430							try											
B	431							and											
B	432							then											
B	433																		
B	434							she'll											
B	435							be											
B	436																		
B	437							a											
B	438							true 											
B	439							love											
B	440							of											
B	441							mine											
B	442							Love											
B	443							im-											
B	444							po											
B	445							ses											
B	446							im-											
B	447							pos-											
B	448							si-											
B	449							ble											
B	450							tasks											
B	451							Pars-											
B	452							ley											
B	453							sage											
B	454							rose											
B	455							mar-											
B	456							y											
B	457							and											
B	458							thyme											
B	459							though											
B	460							not											
B	461							more											
B	462							than											
B	463																		
B	464							an-											
B	465							y											
B	466							heart											
B	467							asks											
B	468																		
B	469							and											
B	470							I											
B	471							must											
B	472							know											
B	473							she's											
B	474							a											
B	475							true 											
B	476							love											
B	477							of											
B	478							mine											
B	479							Dear											
B	480							when											
B	481							thou											
B	482																		
B	483							hast											
B	484							fi-											
B	485							nished											
B	486							thy											
B	487							task											
B	488																		
B	489																		
B	490							Pars-											
B	491																		
B	492							ley											
B	493							sage											
B	494																		
B	495							rose											
B	496							mar-											
B	497							y											
B	498							and											
B	499							thyme											
B	500																		
B	501																		
B	502							come											
B	503							to											
B	504							me											
B	505							my											
B	506							hand											
B	507							for											
B	508							to											
B	509							ask											
B	510																		
B	511							for											
B	512							thou											
B	513							then											
B	514							art											
B	515							a											
B	516							true 											
B	517							love											
B	518							of											
B	519							mine											
B	520																		
B	521							thou											
B	522							then											
B	523							art											
B	524							a											
B	525							true 											
B	526							love											
B	527							of											
B	528							mine											
B	529								Mm-										
B	530																		
B	531																		
B	532																		
B	533								mm-										
B	534																		
B	535																		
B	536																		
B	537																		
B	538																		
B	539																		
B	540																		
B	541								mm-										
B	542																		
B	543																		
B	544																		
B	545																		
B	546																		
B	547																		
B	548								mm-										
B	549																		
B	550																		
B	551																		
B	552																		
B	553																		
B	554																		
B	555																		
B	556								Mm-										
B	557																		
B	558																		
B	559																		
B	560								mm-										
B	561																		
B	562																		
B	563																		
B	564																		
B	565																		
B	566																		
B	567								mm-										
B	568																		
B	569																		
B	570																		
B	571																		
B	572																		
B	573																		
B	574								mm-										
B	575																		
B	576																		
B	577																		
B	578																		
B	579																		
B	580																		
B	581								Ah-										
B	582																		
B	583																		
B	584																		
B	585								ah-										
B	586																		
B	587																		
B	588																		
B	589																		
B	590																		
B	591																		
B	592								ah-										
B	593																		
B	594																		
B	595																		
B	596																		
B	597																		
B	598																		
B	599								ah-										
B	600																		
B	601																		
B	602																		
B	603																		
B	604																		
B	605																		
B	606								Dear										
B	607								when										
B	608								thou										
B	609								hast										
B	610								fi-										
B	611								nished										
B	612								thy										
B	613								task										
B	614								Pars-										
B	615								ley										
B	616								sage										
B	617								rose										
B	618								mar-										
B	619								y										
B	620								and										
B	621								thyme										
B	622								come										
B	623								to										
B	624								me										
B	625								my										
B	626								hand										
B	627								for										
B	628								to										
B	629								ask										
B	630								for										
B	631								thou										
B	632								then										
B	633								art										
B	634								a										
B	635								true 										
B	636								love										
B	637								of										
B	638								mine										
B	639								for										
B	640								thou										
B	641								then										
B	642								art										
B	643								a										
B	644								true 										
B	645								love										
B	646								of										
B	647								mine										
B	648																		
B	649																		
B	650																		
B	651																		
B	652																		
B	653																		
B	654																		
B	655																		
